Team,League,Year,G,W,L,Playoffs,RankSeason,RankPlayoffs,RS,RA,BA,OBP,SLG,OPS,OOBP,OSLG
BAL,AL,1964,163,97,66,FALSE,,,679,567,0.248,0.316,0.387,0.703,,
BOS,AL,1964,162,72,90,FALSE,,,688,793,0.258,0.322,0.416,0.738,,
CHC,NL,1964,162,76,86,FALSE,,,649,724,0.251,0.314,0.39,0.704,,
CHW,AL,1964,162,98,64,FALSE,,,642,501,0.247,0.32,0.353,0.673,,
CIN,NL,1964,163,92,71,FALSE,,,660,566,0.249,0.308,0.372,0.68,,
CLE,AL,1964,164,79,85,FALSE,,,689,693,0.247,0.312,0.38,0.692,,
DET,AL,1964,163,85,78,FALSE,,,699,678,0.253,0.319,0.395,0.714,,
HOU,NL,1964,162,66,96,FALSE,,,495,628,0.229,0.285,0.315,0.6,,
KCA,AL,1964,163,57,106,FALSE,,,621,836,0.239,0.311,0.379,0.69,,
LAA,AL,1964,162,82,80,FALSE,,,544,551,0.242,0.304,0.344,0.648,,
LAD,NL,1964,164,80,84,FALSE,,,614,572,0.25,0.305,0.34,0.645,,
MIN,AL,1964,163,79,84,FALSE,,,737,678,0.252,0.322,0.427,0.749,,
MLN,NL,1964,162,88,74,FALSE,,,803,744,0.272,0.333,0.418,0.751,,
NYM,NL,1964,163,53,110,FALSE,,,569,776,0.246,0.296,0.348,0.644,,
NYY,AL,1964,164,99,65,TRUE,1,2,730,577,0.253,0.317,0.387,0.704,,
PHI,NL,1964,162,92,70,FALSE,,,693,632,0.258,0.315,0.391,0.706,,
PIT,NL,1964,162,80,82,FALSE,,,663,636,0.264,0.315,0.389,0.704,,
SFG,NL,1964,162,90,72,FALSE,,,656,587,0.246,0.31,0.382,0.692,,
STL,NL,1964,162,93,69,TRUE,2,1,715,652,0.272,0.324,0.392,0.716,,
WSA,AL,1964,162,62,100,FALSE,,,578,733,0.231,0.299,0.348,0.647,,
BAL,AL,1963,162,86,76,FALSE,,,644,621,0.249,0.31,0.38,0.69,,
BOS,AL,1963,161,76,85,FALSE,,,666,704,0.252,0.312,0.4,0.712,,
CHC,NL,1963,162,82,80,FALSE,,,570,578,0.238,0.297,0.363,0.66,,
CHW,AL,1963,162,94,68,FALSE,,,683,544,0.25,0.323,0.365,0.688,,
CIN,NL,1963,162,86,76,FALSE,,,648,594,0.246,0.31,0.371,0.681,,
CLE,AL,1963,162,79,83,FALSE,,,635,702,0.239,0.301,0.381,0.682,,
DET,AL,1963,162,79,83,FALSE,,,700,703,0.252,0.327,0.382,0.709,,
HOU,NL,1963,162,66,96,FALSE,,,464,640,0.22,0.283,0.301,0.584,,
KCA,AL,1963,162,73,89,FALSE,,,615,704,0.247,0.313,0.353,0.666,,
LAA,AL,1963,161,70,91,FALSE,,,597,660,0.25,0.309,0.354,0.663,,
LAD,NL,1963,163,99,64,TRUE,2,1,640,550,0.251,0.309,0.357,0.666,,
MIN,AL,1963,161,91,70,FALSE,,,767,602,0.255,0.325,0.43,0.755,,
MLN,NL,1963,163,84,79,FALSE,,,677,603,0.244,0.312,0.37,0.682,,
NYM,NL,1963,162,51,111,FALSE,,,501,774,0.219,0.285,0.315,0.6,,
NYY,AL,1963,161,104,57,TRUE,1,2,714,547,0.252,0.309,0.403,0.712,,
PHI,NL,1963,162,87,75,FALSE,,,642,578,0.252,0.306,0.381,0.687,,
PIT,NL,1963,162,74,88,FALSE,,,567,595,0.25,0.309,0.359,0.668,,
SFG,NL,1963,162,88,74,FALSE,,,725,641,0.258,0.316,0.414,0.73,,
STL,NL,1963,162,93,69,FALSE,,,747,628,0.271,0.326,0.403,0.729,,
WSA,AL,1963,162,56,106,FALSE,,,578,812,0.227,0.293,0.351,0.644,,
BAL,AL,1962,162,77,85,FALSE,,,652,680,0.248,0.314,0.387,0.701,,
BOS,AL,1962,160,76,84,FALSE,,,707,756,0.258,0.324,0.403,0.727,,
CHC,NL,1962,162,59,103,FALSE,,,632,827,0.253,0.317,0.377,0.694,,
CHW,AL,1962,162,85,77,FALSE,,,707,658,0.257,0.334,0.372,0.706,,
CIN,NL,1962,162,98,64,FALSE,,,802,685,0.27,0.332,0.417,0.749,,
CLE,AL,1962,162,80,82,FALSE,,,682,745,0.245,0.312,0.388,0.7,,
DET,AL,1962,161,85,76,FALSE,,,758,692,0.248,0.33,0.411,0.741,,
HOU,NL,1962,162,64,98,FALSE,,,592,717,0.246,0.31,0.351,0.661,,
KCA,AL,1962,162,72,90,FALSE,,,745,837,0.263,0.332,0.386,0.718,,
LAA,AL,1962,162,86,76,FALSE,,,718,706,0.25,0.325,0.38,0.705,,
LAD,NL,1962,165,102,63,FALSE,,,842,697,0.268,0.337,0.4,0.737,,
MIN,AL,1962,163,91,72,FALSE,,,798,713,0.26,0.338,0.412,0.75,,
MLN,NL,1962,162,86,76,FALSE,,,730,665,0.252,0.326,0.403,0.729,,
NYM,NL,1962,161,40,121,FALSE,,,617,948,0.24,0.318,0.361,0.679,,
NYY,AL,1962,162,96,66,TRUE,2,1,817,680,0.267,0.337,0.426,0.763,,
PHI,NL,1962,161,81,80,FALSE,,,705,759,0.26,0.33,0.39,0.72,,
PIT,NL,1962,161,93,68,FALSE,,,706,626,0.268,0.321,0.394,0.715,,
SFG,NL,1962,165,103,62,TRUE,1,2,878,690,0.278,0.341,0.441,0.782,,
STL,NL,1962,163,84,79,FALSE,,,774,664,0.271,0.335,0.394,0.729,,
WSA,AL,1962,162,60,102,FALSE,,,599,716,0.25,0.308,0.373,0.681,,
